row,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25
21,hexa,21,0.014,0.017,0.219,0.024,0.182,0.226,1,0.0025,0.00916667,0.007,0.000333333,0.00833333,0.0045,0.001,0.00433333,0.00433333,1,1,1,1,1,1,0.007,1
22,hexa,22,0.014,0.017,0.239,0.024,0.182,0.246,1,0.0025,0.00916667,0.007,0.000333333,0.00833333,0.0045,0.001,0.00433333,0.00433333,1,1,1,1,1,1,0.007,1
23,hexa,23,0.014,0.017,0.259,0.024,0.182,0.266,1,0.0025,0.00916667,0.007,0.000333333,0.00833333,0.0045,0.001,0.00433333,0.00433333,1,1,1,1,1,1,0.007,1
24,hexa,24,0.014,0.017,0.279,0.024,0.182,0.286,1,0.0025,0.00916667,0.007,0.000333333,0.00833333,0.0045,0.001,0.00433333,0.00433333,1,1,1,1,1,1,0.007,1
25,hexa,25,0.014,0.017,0.299,0.024,0.182,0.306,1,0.0025,0.00916667,0.007,0.000333333,0.00833333,0.0045,0.001,0.00433333,0.007,1,1,1,1,1,1,0.007,1
26,hexa,26,0.234,0.017,0.019,0.244,0.182,0.026,1,0.0025,0.00916667,0.00233333,0.00833333,0.000333333,0.0045,0.001,0.001,0.00433333,1,1,1,1,1,1,0.00216667,1.2381
27,hexa,27,0.234,0.017,0.039,0.244,0.182,0.046,1,0.0025,0.00916667,0.007,0.00833333,0.000333333,0.0045,0.001,0.00433333,0.00433333,1,1,1,1,1,1,0.007,1
28,hexa,28,0.234,0.017,0.059,0.244,0.182,0.066,1,0.0025,0.00916667,0.007,0.00833333,0.000333333,0.0045,0.001,0.00433333,0.00433333,1,1,1,1,1,1,0.007,1
29,hexa,29,0.234,0.017,0.079,0.244,0.182,0.086,1,0.0025,0.00916667,0.007,0.00833333,0.000333333,0.0045,0.001,0.00433333,0.00433333,1,1,1,1,1,1,0.007,1
30,hexa,30,0.234,0.017,0.099,0.244,0.182,0.106,1,0.0025,0.00916667,0.007,0.00833333,0.000333333,0.0045,0.001,0.00433333,0.00433333,1,1,1,1,1,1,0.007,1
31,hexa,31,0.234,0.017,0.119,0.244,0.182,0.126,1,0.0025,0.00916667,0.007,0.00833333,0.000333333,0.0045,0.001,0.00433333,0.00433333,1,1,1,1,1,1,0.007,1
32,hexa,32,0.234,0.017,0.139,0.244,0.182,0.146,1,0.0025,0.00916667,0.007,0.00833333,0.000333333,0.0045,0.001,0.00433333,0.00433333,1,1,1,1,1,1,0.007,1
33,hexa,33,0.234,0.017,0.159,0.244,0.182,0.166,1,0.0025,0.00916667,0.007,0.00833333,0.000333333,0.0045,0.001,0.00433333,0.00433333,1,1,1,1,1,1,0.007,1
34,hexa,34,0.234,0.017,0.179,0.244,0.182,0.186,1,0.0025,0.00916667,0.007,0.00833333,0.000333333,0.0045,0.001,0.00433333,0.00433333,1,1,1,1,1,1,0.007,1
35,hexa,35,0.234,0.017,0.199,0.244,0.182,0.206,1,0.0025,0.00916667,0.007,0.00833333,0.000333333,0.0045,0.001,0.00433333,0.00433333,1,1,1,1,1,1,0.007,1
36,hexa,36,0.234,0.017,0.219,0.244,0.182,0.226,1,0.0025,0.00916667,0.007,0.00833333,0.000333333,0.0045,0.001,0.00433333,0.00433333,1,1,1,1,1,1,0.007,1
37,hexa,37,0.234,0.017,0.239,0.244,0.182,0.246,1,0.0025,0.00916667,0.007,0.00833333,0.000333333,0.0045,0.001,0.00433333,0.00433333,1,1,1,1,1,1,0.007,1
38,hexa,38,0.234,0.017,0.259,0.244,0.182,0.266,1,0.0025,0.00916667,0.007,0.00833333,0.000333333,0.0045,0.001,0.00433333,0.00433333,1,1,1,1,1,1,0.007,1
39,hexa,39,0.234,0.017,0.279,0.244,0.182,0.286,1,0.0025,0.00916667,0.007,0.00833333,0.000333333,0.0045,0.001,0.00433333,0.00433333,1,1,1,1,1,1,0.007,1
40,hexa,40,0.234,0.017,0.299,0.244,0.182,0.306,1,0.0025,0.00916667,0.007,0.00833333,0.000333333,0.0045,0.001,0.00433333,0.007,1,1,1,1,1,1,0.007,1
41,hexa,41,0.014,0.002,0.017,0.244,0.185,0.019,1,0.00851852,0.00732,0.001,0.000333333,0.000333333,0.001,0.0005,0.002,0.002,1,1,1,1,3,1.33333,0.001,1
42,hexa,42,0.014,0.002,0.326,0.244,0.185,0.328,1,0.00851852,0.00732,0.001,0.000333333,0.000333333,0.001,0.0005,0.002,0.002,1,1,1,1,2.75,2.5,0.001,1
43,hexa,43,0.012,0.002,0.017,0.014,0.185,0.339,1,0.002,0.183,0.322,0.002,0.000666667,0.001,0.0005,0.002,0.000666667,1.11111,2,1,1,3,1,0.000333333,1
44,hexa,44,0.244,0.002,0.017,0.246,0.185,0.339,1,0.002,0.183,0.322,0.000666667,0.002,0.001,0.0005,0.002,0.000666667,2,1.11111,1,1,3,1,0.001,1
45,quad,45,xy,0.049,0.0285,0.019,0.209,0.1585,0.019,1,0.16,0.13,0.001,0.002,0.00935,1,1.33333,1
46,quad,46,xy,0.014,0.017,0.026,0.024,0.182,0.026,1,0.01,0.165,0.00233333,0.00433333,0.00675,1.14286,1,1
47,quad,47,xy,0.014,0.017,0.046,0.024,0.182,0.046,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
48,quad,48,xy,0.014,0.017,0.066,0.024,0.182,0.066,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
49,quad,49,xy,0.014,0.017,0.086,0.024,0.182,0.086,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
50,quad,50,xy,0.014,0.017,0.106,0.024,0.182,0.106,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
51,quad,51,xy,0.014,0.017,0.126,0.024,0.182,0.126,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
52,quad,52,xy,0.014,0.017,0.146,0.024,0.182,0.146,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
53,quad,53,xy,0.014,0.017,0.166,0.024,0.182,0.166,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
54,quad,54,xy,0.014,0.017,0.186,0.024,0.182,0.186,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
55,quad,55,xy,0.014,0.017,0.206,0.024,0.182,0.206,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
56,quad,56,xy,0.014,0.017,0.226,0.024,0.182,0.226,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
57,quad,57,xy,0.014,0.017,0.246,0.024,0.182,0.246,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
58,quad,58,xy,0.014,0.017,0.266,0.024,0.182,0.266,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
59,quad,59,xy,0.014,0.017,0.286,0.024,0.182,0.286,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
60,quad,60,xy,0.014,0.017,0.306,0.024,0.182,0.306,1,0.01,0.165,0.007,0.007,0.00675,1,1,1
61,quad,61,xy,0.234,0.017,0.026,0.244,0.182,0.026,1,0.01,0.165,0.00233333,0.00433333,0.00675,1.14286,1,1
62,quad,62,xy,0.234,0.017,0.046,0.244,0.182,0.046,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
63,quad,63,xy,0.234,0.017,0.066,0.244,0.182,0.066,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
64,quad,64,xy,0.234,0.017,0.086,0.244,0.182,0.086,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
65,quad,65,xy,0.234,0.017,0.106,0.244,0.182,0.106,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
66,quad,66,xy,0.234,0.017,0.126,0.244,0.182,0.126,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
67,quad,67,xy,0.234,0.017,0.146,0.244,0.182,0.146,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
68,quad,68,xy,0.234,0.017,0.166,0.244,0.182,0.166,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
69,quad,69,xy,0.234,0.017,0.186,0.244,0.182,0.186,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
70,quad,70,xy,0.234,0.017,0.206,0.244,0.182,0.206,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
71,quad,71,xy,0.234,0.017,0.226,0.244,0.182,0.226,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
72,quad,72,xy,0.234,0.017,0.246,0.244,0.182,0.246,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
73,quad,73,xy,0.234,0.017,0.266,0.244,0.182,0.266,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
74,quad,74,xy,0.234,0.017,0.286,0.244,0.182,0.286,1,0.01,0.165,0.007,0.00433333,0.00675,1,1,1
75,quad,75,xy,0.234,0.017,0.306,0.244,0.182,0.306,1,0.01,0.165,0.007,0.007,0.00675,1,1,1
76,quad,76,xy,0.002,0.002,0.341,0.012,0.185,0.341,1,0.002,0.00732,0.000666667,0,0.0015,1,1,1.5625
77,quad,77,xy,0.246,0.002,0.341,0.256,0.185,0.341,1,0.002,0.00732,0.000666667,0,0.0015,1,1,1.5625
78,cyl,78,xy,0.129,0.0935,0,0.03,0.015,0,1,0.01,0,0,0.0005,0.00212132,0.00212132,1,1,2.57107,1.5
79,cyl,79,xy,0.129,0.0935,0,0.015,0.015,0,1,0.005,0,0,0.0005,0.00212132,0.00106066,1,1,2,1
80,hexa,80,0,0.001,0.018,0.013,0.186,0.327,1,0.00144444,0.00660714,0.00475385,0,0.000333333,0.000333333,0.000333333,0.001,0.001,1,1,1,1,2,2,0.000833333,1.5
81,hexa,81,0.245,0.001,0.018,0.258,0.186,0.327,1,0.00144444,0.00660714,0.00475385,0.000333333,0,0.000333333,0.000333333,0.001,0.001,1,1,1,1,2,2,0.000833333,1.5
