kind,name,creation_order,shape_type,center,size,props
opening,tile_open_bottom.2.1.1,58,shape_quad,"[8.534399726899, 0.41909998537, 2.743199912218]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=182.0
opening,tile_open_bottom.2.1,58,shape_quad,"[4.26719986345, 0.41909998537, 2.743199912218]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=181.0
resistance,tile.3,59,shape_hexa,"[3.657599882957, 0.43814998537, 3.35279989271]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=60.0
resistance,tile.3.2,59,shape_hexa,"[7.924799746406, 0.43814998537, 3.35279989271]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=63.0
resistance,tile.3.1,59,shape_hexa,"[4.26719986345, 0.43814998537, 3.35279989271]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=61.0
resistance,tile.3.1.1,59,shape_hexa,"[8.534399726899, 0.43814998537, 3.35279989271]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=62.0
opening,tile_open_top.3.2,60,shape_quad,"[7.924799746406, 0.45719998537, 3.35279989271]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=187.0
opening,tile_open_top.3,60,shape_quad,"[3.657599882957, 0.45719998537, 3.35279989271]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=184.0
opening,tile_open_top.3.1.1,60,shape_quad,"[8.534399726899, 0.45719998537, 3.35279989271]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=186.0
opening,tile_open_top.3.1,60,shape_quad,"[4.26719986345, 0.45719998537, 3.35279989271]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=185.0
opening,tile_open_bottom.3,61,shape_quad,"[3.657599882957, 0.41909998537, 3.35279989271]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=188.0
opening,tile_open_bottom.3.1,61,shape_quad,"[4.26719986345, 0.41909998537, 3.35279989271]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=189.0
opening,tile_open_bottom.3.2,61,shape_quad,"[7.924799746406, 0.41909998537, 3.35279989271]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=191.0
opening,tile_open_bottom.3.1.1,61,shape_quad,"[8.534399726899, 0.41909998537, 3.35279989271]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=190.0
resistance,tile.4,62,shape_hexa,"[3.657599882957, 0.43814998537, 3.962399873203]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=64.0
resistance,tile.4.1.1,62,shape_hexa,"[8.534399726899, 0.43814998537, 3.962399873203]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=66.0
resistance,tile.4.2,62,shape_hexa,"[7.924799746406, 0.43814998537, 3.962399873203]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=67.0
resistance,tile.4.1,62,shape_hexa,"[4.26719986345, 0.43814998537, 3.962399873203]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=65.0
opening,tile_open_top.4.1,63,shape_quad,"[4.26719986345, 0.45719998537, 3.962399873203]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=193.0
opening,tile_open_top.4.2,63,shape_quad,"[7.924799746406, 0.45719998537, 3.962399873203]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=195.0
opening,tile_open_top.4.1.1,63,shape_quad,"[8.534399726899, 0.45719998537, 3.962399873203]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=194.0
opening,tile_open_top.4,63,shape_quad,"[3.657599882957, 0.45719998537, 3.962399873203]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=192.0
opening,tile_open_bottom.4.2,64,shape_quad,"[7.924799746406, 0.41909998537, 3.962399873203]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=199.0
opening,tile_open_bottom.4.1,64,shape_quad,"[4.26719986345, 0.41909998537, 3.962399873203]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=197.0
opening,tile_open_bottom.4.1.1,64,shape_quad,"[8.534399726899, 0.41909998537, 3.962399873203]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=198.0
opening,tile_open_bottom.4,64,shape_quad,"[3.657599882957, 0.41909998537, 3.962399873203]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=196.0
resistance,tile.5.1.1,65,shape_hexa,"[8.534399726899, 0.43814998537, 4.571999853696]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=70.0
resistance,tile.5.1,65,shape_hexa,"[4.26719986345, 0.43814998537, 4.571999853696]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=69.0
resistance,tile.5.2,65,shape_hexa,"[7.924799746406, 0.43814998537, 4.571999853696]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=71.0
resistance,tile.5,65,shape_hexa,"[3.657599882957, 0.43814998537, 4.571999853696]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=68.0
opening,tile_open_top.5.1.1,66,shape_quad,"[8.534399726899, 0.45719998537, 4.571999853696]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=202.0
opening,tile_open_top.5.2,66,shape_quad,"[7.924799746406, 0.45719998537, 4.571999853696]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=203.0
opening,tile_open_top.5.1,66,shape_quad,"[4.26719986345, 0.45719998537, 4.571999853696]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=201.0
opening,tile_open_top.5,66,shape_quad,"[3.657599882957, 0.45719998537, 4.571999853696]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=200.0
opening,tile_open_bottom.5.2,67,shape_quad,"[7.924799746406, 0.41909998537, 4.571999853696]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=207.0
opening,tile_open_bottom.5.1,67,shape_quad,"[4.26719986345, 0.41909998537, 4.571999853696]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=205.0
opening,tile_open_bottom.5,67,shape_quad,"[3.657599882957, 0.41909998537, 4.571999853696]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=204.0
opening,tile_open_bottom.5.1.1,67,shape_quad,"[8.534399726899, 0.41909998537, 4.571999853696]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=206.0
resistance,tile.6.2,68,shape_hexa,"[7.924799746406, 0.43814998537, 5.181599834189]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=75.0
resistance,tile.6,68,shape_hexa,"[3.657599882957, 0.43814998537, 5.181599834189]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=72.0
resistance,tile.6.1,68,shape_hexa,"[4.26719986345, 0.43814998537, 5.181599834189]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=73.0
resistance,tile.6.1.1,68,shape_hexa,"[8.534399726899, 0.43814998537, 5.181599834189]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=74.0
opening,tile_open_top.6.1,69,shape_quad,"[4.26719986345, 0.45719998537, 5.181599834189]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=209.0
opening,tile_open_top.6.1.1,69,shape_quad,"[8.534399726899, 0.45719998537, 5.181599834189]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=210.0
opening,tile_open_top.6.2,69,shape_quad,"[7.924799746406, 0.45719998537, 5.181599834189]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=211.0
opening,tile_open_top.6,69,shape_quad,"[3.657599882957, 0.45719998537, 5.181599834189]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=208.0
opening,tile_open_bottom.6.1,70,shape_quad,"[4.26719986345, 0.41909998537, 5.181599834189]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=213.0
opening,tile_open_bottom.6.1.1,70,shape_quad,"[8.534399726899, 0.41909998537, 5.181599834189]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=214.0
opening,tile_open_bottom.6,70,shape_quad,"[3.657599882957, 0.41909998537, 5.181599834189]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=212.0
opening,tile_open_bottom.6.2,70,shape_quad,"[7.924799746406, 0.41909998537, 5.181599834189]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=215.0
resistance,tile.7.2,71,shape_hexa,"[7.924799746406, 0.43814998537, 5.791199814682]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=79.0
resistance,tile.7.1,71,shape_hexa,"[4.26719986345, 0.43814998537, 5.791199814682]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=77.0
resistance,tile.7.1.1,71,shape_hexa,"[8.534399726899, 0.43814998537, 5.791199814682]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=78.0
resistance,tile.7,71,shape_hexa,"[3.657599882957, 0.43814998537, 5.791199814682]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=76.0
opening,tile_open_top.7.1.1,72,shape_quad,"[8.534399726899, 0.45719998537, 5.791199814682]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=218.0
opening,tile_open_top.7,72,shape_quad,"[3.657599882957, 0.45719998537, 5.791199814682]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=216.0
opening,tile_open_top.7.2,72,shape_quad,"[7.924799746406, 0.45719998537, 5.791199814682]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=219.0
opening,tile_open_top.7.1,72,shape_quad,"[4.26719986345, 0.45719998537, 5.791199814682]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=217.0
opening,tile_open_bottom.7.2,73,shape_quad,"[7.924799746406, 0.41909998537, 5.791199814682]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=223.0
opening,tile_open_bottom.7.1,73,shape_quad,"[4.26719986345, 0.41909998537, 5.791199814682]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=221.0
opening,tile_open_bottom.7,73,shape_quad,"[3.657599882957, 0.41909998537, 5.791199814682]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=220.0
opening,tile_open_bottom.7.1.1,73,shape_quad,"[8.534399726899, 0.41909998537, 5.791199814682]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=222.0
resistance,tile.8.1,74,shape_hexa,"[4.26719986345, 0.43814998537, 6.400799795174]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=81.0
resistance,tile.8.1.1,74,shape_hexa,"[8.534399726899, 0.43814998537, 6.400799795174]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=82.0
resistance,tile.8,74,shape_hexa,"[3.657599882957, 0.43814998537, 6.400799795174]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=80.0
resistance,tile.8.2,74,shape_hexa,"[7.924799746406, 0.43814998537, 6.400799795174]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=83.0
opening,tile_open_top.8,75,shape_quad,"[3.657599882957, 0.45719998537, 6.400799795174]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=224.0
opening,tile_open_top.8.1,75,shape_quad,"[4.26719986345, 0.45719998537, 6.400799795174]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=225.0
opening,tile_open_top.8.2,75,shape_quad,"[7.924799746406, 0.45719998537, 6.400799795174]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=227.0
opening,tile_open_top.8.1.1,75,shape_quad,"[8.534399726899, 0.45719998537, 6.400799795174]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=226.0
opening,tile_open_bottom.8.1.1,76,shape_quad,"[8.534399726899, 0.41909998537, 6.400799795174]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=230.0
opening,tile_open_bottom.8.2,76,shape_quad,"[7.924799746406, 0.41909998537, 6.400799795174]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=231.0
opening,tile_open_bottom.8,76,shape_quad,"[3.657599882957, 0.41909998537, 6.400799795174]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=228.0
opening,tile_open_bottom.8.1,76,shape_quad,"[4.26719986345, 0.41909998537, 6.400799795174]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=229.0
resistance,tile.9.1.1,77,shape_hexa,"[8.534399726899, 0.43814998537, 7.010399775667]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=86.0
resistance,tile.9.2,77,shape_hexa,"[7.924799746406, 0.43814998537, 7.010399775667]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=87.0
resistance,tile.9.1,77,shape_hexa,"[4.26719986345, 0.43814998537, 7.010399775667]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=85.0
resistance,tile.9,77,shape_hexa,"[3.657599882957, 0.43814998537, 7.010399775667]","[0.609599980493, 0.0381, 0.609599980493]",grid_priority=84.0
opening,tile_open_top.9.2,78,shape_quad,"[7.924799746406, 0.45719998537, 7.010399775667]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=235.0
opening,tile_open_top.9.1,78,shape_quad,"[4.26719986345, 0.45719998537, 7.010399775667]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=233.0
opening,tile_open_top.9,78,shape_quad,"[3.657599882957, 0.45719998537, 7.010399775667]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=232.0
opening,tile_open_top.9.1.1,78,shape_quad,"[8.534399726899, 0.45719998537, 7.010399775667]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=234.0
opening,tile_open_bottom.9.2,79,shape_quad,"[7.924799746406, 0.41909998537, 7.010399775667]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=239.0
opening,tile_open_bottom.9.1,79,shape_quad,"[4.26719986345, 0.41909998537, 7.010399775667]","[0.609599980493, 0.0, 0.609599980493]",grid_priority=237.0
