row,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25
0,domain,0,0,0,-0.0254,0.3048,0.0635,0.2286,0.00705556,0.00264583,1e+37,0.0127,1,0.000529167,1,0.00846667,1,0.00169333,1,0.00116417,1,0.00846667,1
1,hexa,1,0,0,0,0.3048,0.0015875,0.2032,1,0.3048,0.0015875,0.2032,0,0,0,0.00211667,0.00846667,0.00846667,1,1,1,1.62625,1,1,0.000529167,1
2,hexa,2,0.18415,0.0015875,0.1524,0.27305,0.0127,0.19685,1,0.01778,0.00277812,0.00889,0.000531813,0.000531813,0.000174625,0.000531812,0.000531813,0.000531813,1,1,1,1,1,1,0.0159679,1.9432
3,hexa,3,0.19685,0.0015875,0.0127,0.28575,0.009525,0.0508,1,0.01778,0.00264583,0.0127,0.000531813,0.000531813,0.000174625,0.000531813,0.000531812,0.015285,1,1,1,1,1,1,0.0159679,1.31313
4,cyl,4,xz,0.15748,0.0015875,0.08128,0.0127,0.0127,0.0381,1,0.00508,0.003175,0.000529167,0.00193103,0.00193625,0.000898026,1,1,1.19845,1
5,cyl,5,xz,0.15748,0.0015875,0.114808,0.0127,0.0127,0.0381,1,0.00508,0.003175,0.000529167,0.00193103,0.00193625,0.000898026,1,1,2.39689,1
6,cyl,6,xz,0.15748,0.0015875,0.148336,0.0127,0.0127,0.0381,1,0.00508,0.003175,0.000529167,0.00193103,0.00190735,0.000898026,1,1,2.00089,1
7,hexa,7,0,0.0015875,0,0.0254,0.0295275,0.2032,1,0.0127,0.00310444,0.00677333,0,0.004445,0.000529167,0.0035,0.00846667,0.00846667,1,1,1,1,1,1,0.0127,1
8,quad,8,xy,0,0,0.2286,0.3048,0.0635,0.2286,1,0.3048,0.0635,0.00846667,0,0.000846667,1,1,1
9,quad,9,xy,0,0,-0.0254,0.3048,0.0635,-0.0254,1,0.3048,0.0635,0,0.00846667,0.000846667,1,1,1
10,quad,10,xy,0,0,0,0.3048,0.0635,0,1,0.3048,0.0635,0.00846667,0.00301667,0.00169333,1,1,1
11,quad,11,xy,0,0,0.2032,0.3048,0.0635,0.2032,1,0.3048,0.0635,0.00264319,0.00846667,0.000846667,1,1,1
12,hexa,12,0.04318,0,0.00905,0.14097,0.0600075,0.1928,1,0.0162983,0.0028575,0.00765625,0.004445,0.001905,0,0.00116417,0.00301667,0.00511364,1,1,1,1,1,1,0.0021639,1
13,hexa,13,0.17653,0,0.0508,0.29972,0.0600075,0.1343,1,0.0136878,0.0028575,0.00642308,0.00434599,0.00169333,0,0.00116417,0.015,0.007185,1.52232,1,1,1,1,1,0.00990475,1.42126
