kind,name,creation_order,shape_type,center,size,props
domain,cabinet.1,1,shape_hexa,"[-0.0, -0.0, 0.000275]","[0.01406, 0.01406, 0.00295]",grid_priority=0.0
package,package.1,2,,,,grid_priority=2.0
pcb,pcb.1,3,shape_hexa,"[0.0, 0.0, -0.0008]","[0.01406, 0.01406, 0.0008]",grid_priority=3.0
wall,Bottom,4,shape_quad,"[0.0, 0.0, -0.0012]","[0.01406, 0.01406, 0.0]",grid_priority=4.0
wall,Top,4,shape_quad,"[0.0, 0.0, 0.00175]","[0.01406, 0.01406, 0.0]",grid_priority=5.0
