row,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25
0,domain,0,0,0,0,0.4,0.13,0.25,0.00862069,0.00481481,1e+37,0.0025,1,0.00333333,1,0.0125,1,0.02,1,0.00266667,1,0.01,1
1,hexa,1,0,0,0,0.4,0.01,0.25,1,0.4,0.01,0.25,0,0,0,0.00266667,0,0,1,1,1,1,1,1,0.0025,1
2,hexa,2,0.1,0.01,0,0.25,0.1,0.07,1,0.01875,0.00529412,0.0116667,0.02,0.02,0.00333333,0.008,0,0.0125,1,1,1,1,1,1,0.0125,1
3,cyl,3,yz,0,0.07,0.165,0.05,0.02,0,1,0.00714286,0,0,0.0025,0.002,0.004,1,1,1.66667,2.125
4,cyl,4,yz,0,0.07,0.165,0.02,0.02,0,1,0.008,0,0,0.0025,0.007375,0.01,1,1,1,1.03846
5,cyl,5,yz,0,0.07,0.165,0.05,0.02,0,1,0.00714286,0,0,0.0025,0.002,0.004,1,1,1.66667,2.125
6,cyl,6,yz,0,0.07,0.165,0.02,0.02,0,1,0.008,0,0,0.0025,0.007375,0.01,1,1,1,1.03846
7,quad,7,yz,0.4,0,0,0.4,0.13,0.25,1,0.13,0.25,0.02,0,0.0125,1,1,1
8,hexa,8,0.045,0.005,0.095,0.355,0.095,0.235,1,0.0182353,0.0045,0.007,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,1,1,1,1,1,1,0.019375,1
9,hexa,9,0,0.018,0.113,0.005,0.122,0.217,1,0.0025,0.00577778,0.00742857,0,0.005,0.00266667,0.00266667,0.004,0.004,1,2,1,1,2.375,2.375,0.0025,1
10,cyl,10,yz,0,0.07,0.165,0.05,0.02,0,1,0.00714286,0,0,0.0025,0.002,0.004,1,1,1.66667,2.125
11,cyl,11,yz,0,0.07,0.165,0.02,0.02,0,1,0.008,0,0,0.0025,0.007375,0.01,1,1,1,1.03846
